cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,poll_id,question_id
2020,South Carolina,2020-11-03,Biden,2020-09-22,2020-09-25,YouGov,1080,lv,1.328531,0,42,42.42631,43.00054,69993,130353
2020,South Carolina,2020-11-03,Biden,2020-09-11,2020-09-20,Morning Consult,764,lv,0.84002,0,44,44.00369,44.80875,69637,129829
2020,South Carolina,2020-11-03,Biden,2020-09-10,2020-09-14,Quinnipiac University,969,lv,1.367824,0,45,44.39022,45.28009,69491,129444
2020,South Carolina,2020-11-03,Biden,2020-07-30,2020-08-03,Quinnipiac University,914,rv,1.306128,0,42,42.26971,43.25962,67951,127225
2020,South Carolina,2020-11-03,Biden,2020-07-24,2020-08-02,Morning Consult,741,lv,0.8276941,0,44,44.00369,45.00088,67881,127091
2020,South Carolina,2020-11-03,Biden,2020-07-15,2020-07-20,ALG Research,591,lv,0.5650506,0,45,43.42951,44.4605,67684,126743
2020,South Carolina,2020-11-03,Biden,2020-07-13,2020-07-19,brilliant corners Research & Strategies,800,lv,0.8041003,0,43,42.00259,43.03441,67677,126709
2020,South Carolina,2020-11-03,Biden,2020-07-17,2020-07-17,Gravis Marketing,604,lv,0.7638013,0,46,45.50649,46.57328,67578,126433
2020,South Carolina,2020-11-03,Biden,2020-05-23,2020-05-26,Civiqs,591,rv,0.6887537,0,42,42.69104,44.33715,66546,124015
2020,South Carolina,2020-11-03,Biden,2020-02-25,2020-02-28,AtlasIntel,1100,rv,0.9533595,0,41.8,42.94234,44.34124,64622,119272
2020,Pennsylvania,2020-11-03,Biden,2020-09-21,2020-09-26,ABC News/The Washington Post,568,lv,1.245238,0,54,53.25167,53.8772,70024,130435
2020,North Carolina,2020-11-03,Biden,2020-10-12,2020-10-17,ABC News/The Washington Post,646,lv,1.407856,0.4391763,49.5,49.22849,49.18126,71441,133793
2020,Pennsylvania,2020-11-03,Biden,2020-08-26,2020-09-01,ALG Research,500,lv,0.6473723,0,50,49.87816,51.00852,70092,130584
2020,North Carolina,2020-11-03,Biden,2020-09-22,2020-09-28,ALG Research,822,v,0.6241342,0,50,48.70365,49.34225,70106,130600
2020,Pennsylvania,2020-11-03,Biden,2020-09-30,2020-10-08,Baldwin Wallace University,1140,LV,0.791219,0.1186829,49.6,50.42418,99,70721,132290
2020,Pennsylvania,2020-11-03,Biden,2020-09-08,2020-09-22,Baldwin Wallace University,1012,lv,0.7620288,0,47.3,48.12308,49.02236,69702,129962
2020,Pennsylvania,2020-11-03,Biden,2020-08-28,2020-09-08,Benenson Strategy Group/GS Strategy Group,1600,lv,2.26868,0,49,49.23656,50.30337,68581,128408
2020,North Carolina,2020-11-03,Biden,2020-08-28,2020-09-08,Benenson Strategy Group/GS Strategy Group,1600,lv,2.26868,0,48,47.91197,49.01786,68576,128402
2020,North Carolina,2020-11-03,Biden,2020-07-22,2020-07-24,Cardinal Point Analytics (CardinalGPS),735,lv,0.7352689,0,46.8,47.41267,48.60242,67834,126975
2020,North Carolina,2020-11-03,Biden,2020-07-13,2020-07-15,Cardinal Point Analytics (CardinalGPS),547,lv,0.5816114,0,47.7,48.31337,49.52461,67586,126453
2020,Pennsylvania,2020-11-03,Biden,2020-10-16,2020-10-19,Change Research,574,lv,0.5338545,0.2114914,49,49.48966,49.41466,71523,133961
2020,Pennsylvania,2020-11-03,Biden,2020-10-02,2020-10-04,Change Research,468,lv,0.547435,0.0533378,50,50.48972,50.62025,70608,132013
2020,Pennsylvania,2020-11-03,Biden,2020-09-18,2020-09-20,Change Research,579,lv,0.5571989,0,49,49.48966,50.28988,69685,129907
2020,Pennsylvania,2020-11-03,Biden,2020-09-04,2020-09-06,Change Research,829,lv,0.7047589,0,50,50.48972,51.55084,68537,128312
2020,Pennsylvania,2020-11-03,Biden,2020-08-21,2020-08-23,Change Research,984,lv,0.8284237,0,49,49.48966,50.62167,68208,127745
2020,Pennsylvania,2020-11-03,Biden,2020-08-07,2020-08-09,Change Research,456,lv,0.5331308,0,48,48.48935,49.51677,68015,127366
2020,Pennsylvania,2020-11-03,Biden,2020-07-24,2020-07-26,Change Research,382,lv,0.4084386,0,48,48.48935,49.68142,67812,126906
2020,Pennsylvania,2020-11-03,Biden,2020-07-10,2020-07-12,Change Research,743,lv,0.6155448,0,50,50.48972,51.77295,67091,125354
2020,North Carolina,2020-11-03,Biden,2020-10-16,2020-10-19,Change Research,521,lv,0.5323088,0.1919713,50,49.92628,49.85628,71522,133960
2020,North Carolina,2020-11-03,Biden,2020-10-02,2020-10-04,Change Research,396,lv,0.4976829,0.0064367,49,48.9263,49.05155,70607,132012
2020,North Carolina,2020-11-03,Biden,2020-09-18,2020-09-20,Change Research,579,lv,0.5966712,0,48,47.92636,48.77554,69684,129906
2020,North Carolina,2020-11-03,Biden,2020-09-04,2020-09-06,Change Research,442,lv,0.5026088,0,49,48.9263,50.028,68536,128311
2020,North Carolina,2020-11-03,Biden,2020-08-21,2020-08-23,Change Research,560,lv,0.6481425,0,48,47.92636,49.05305,68207,127744
2020,North Carolina,2020-11-03,Biden,2020-08-07,2020-08-09,Change Research,491,lv,0.5680547,0,47,46.92645,47.9892,68014,127365
2020,North Carolina,2020-11-03,Biden,2020-07-24,2020-07-26,Change Research,284,lv,0.3340968,0,49,48.9263,50.09818,67811,126905
2020,North Carolina,2020-11-03,Biden,2020-07-10,2020-07-12,Change Research,655,lv,0.6103566,0,47,46.92645,48.11309,67090,125353
2020,North Carolina,2020-11-03,Biden,2020-06-26,2020-06-28,Change Research,468,lv,0.4795664,0,51,50.9263,51.97267,66959,125032
2020,Pennsylvania,2020-11-03,Biden,2020-10-17,2020-10-20,Citizen Data,1000,lv,0.8386342,0.3767777,43.99,45.70989,45.65656,72185,135395
2020,North Carolina,2020-11-03,Biden,2020-10-17,2020-10-20,Citizen Data,1000,lv,0.8386342,0.3464956,50.15,49.93648,49.888,72183,135393
2020,Pennsylvania,2020-11-03,Biden,2020-10-23,2020-10-26,Civiqs,1145,lv,0.8875721,0.6865926,52,50.96398,50.92224,72039,135049
2020,Pennsylvania,2020-11-03,Biden,2020-02-27,2020-03-03,Civiqs,2462,a,0.9992957,0,46,46.68612,48.88914,71656,134242
2020,Pennsylvania,2020-11-03,Biden,2020-03-14,2020-03-18,Civiqs,1589,a,0.7600638,0,46,46.68612,49.02021,71655,134241
2020,Pennsylvania,2020-11-03,Biden,2020-04-04,2020-04-08,Civiqs,1912,a,0.9893469,0,47,47.68723,50.31694,71654,134240
2020,Pennsylvania,2020-11-03,Biden,2020-05-30,2020-06-02,Civiqs,2045,a,0.8522091,0,49,49.68839,51.34432,71653,134239
2020,Pennsylvania,2020-11-03,Biden,2020-06-06,2020-06-11,Civiqs,1221,a,0.5665522,0,49,49.68839,51.02766,71652,134238
2020,Pennsylvania,2020-11-03,Biden,2020-10-17,2020-10-21,Civiqs,1577,a,0.6416456,0.2702048,52,52.6875,52.60624,71651,134237
2020,Pennsylvania,2020-11-03,Biden,2020-10-08,2020-10-11,Civiqs,600,lv,0.4137503,0.1009629,52,50.48113,50.44353,71104,133107
2020,Pennsylvania,2020-11-03,Biden,2020-09-11,2020-09-15,Civiqs,549,rv,0.5378139,0,52,51.36915,52.31794,69537,129546
2020,Pennsylvania,2020-11-03,Biden,2020-08-13,2020-08-17,Civiqs,617,rv,0.5686046,0,51,50.36877,51.33498,68148,127645
2020,Pennsylvania,2020-11-03,Biden,2020-09-08,2020-09-11,Climate Nexus,659,rv,0.6591295,0,48,49.10949,50.1032,69559,129592
2020,Pennsylvania,2020-11-03,Biden,2020-09-15,2020-09-17,CPEC,820,lv,0.6651533,0,50.3,50.25144,51.13179,69704,129973
2020,North Carolina,2020-11-03,Biden,2020-10-15,2020-10-18,Data for Progress,929,lv,0.6487843,0.2074012,48,47.006,46.95403,71752,134442
2020,North Carolina,2020-11-03,Biden,2020-09-30,2020-10-05,Data for Progress,1285,lv,0.8660193,0.0112307,51,50.00449,50.14535,70657,132125
2020,North Carolina,2020-11-03,Biden,2020-07-24,2020-08-02,Data for Progress,1170,lv,1.227438,0,47.5,47.13413,48.28976,67937,127192
2020,North Carolina,2020-11-03,Biden,2020-10-27,2020-10-28,East Carolina University,1103,lv,1.042639,0.939135,50.32,50.39392,50.39997,72332,135709
2020,North Carolina,2020-11-03,Biden,2020-10-15,2020-10-18,East Carolina University,1155,lv,0.9392156,0.3056913,50.6,50.67391,50.6295,71452,133822
2020,North Carolina,2020-11-03,Biden,2020-10-02,2020-10-04,East Carolina University,1232,lv,1.098552,0.0142136,50.4,50.47392,50.62245,70614,132028
2020,North Carolina,2020-11-03,Biden,2020-08-29,2020-08-30,East Carolina University,1101,lv,1.125847,0,46.6,46.67371,47.85116,68307,127932
2020,North Carolina,2020-11-03,Biden,2020-08-12,2020-08-13,East Carolina University,1255,rv,1.121653,0,46.5,47.4599,48.47969,68076,127504
2020,North Carolina,2020-11-03,Biden,2020-06-22,2020-06-25,East Carolina University,1149,rv,1.077109,0,45.1,46.05733,47.10093,66953,125022
2020,Pennsylvania,2020-11-03,Biden,2020-10-04,2020-10-05,Emerson College,688,lv,99,0.1640431,50.8,49.94432,50.0448,70620,132039
2020,Pennsylvania,2020-11-03,Biden,2020-08-08,2020-08-10,Emerson College,843,lv,1.436415,0,53.31,52.4561,53.4774,68007,127354
2020,North Carolina,2020-11-03,Biden,2020-08-08,2020-08-10,Emerson College,673,lv,1.209291,0,49.41,48.91355,49.97494,68006,127353
2020,Pennsylvania,2020-11-03,Biden,2020-10-17,2020-10-20,Fox News/Beacon Research/Shaw & Co. Research,1045,lv,1.7732,0.796655,50,49.68164,49.60559,71627,134185
2020,Pennsylvania,2020-11-03,Biden,2020-09-20,2020-09-23,Fox News/Beacon Research/Shaw & Co. Research,856,lv,1.524044,0,51,50.6817,51.38206,69962,130284
2020,Pennsylvania,2020-11-03,Biden,2020-07-18,2020-07-20,Fox News/Beacon Research/Shaw & Co. Research,793,rv,1.283909,0,50,50.56985,51.82428,67647,126563
2020,North Carolina,2020-11-03,Biden,2020-08-29,2020-09-01,Fox News/Beacon Research/Shaw & Co. Research,722,lv,1.331984,0,50,50.00501,51.18423,68339,128019
2020,North Carolina,2020-11-03,Biden,2020-06-20,2020-06-23,Fox News/Beacon Research/Shaw & Co. Research,1012,rv,1.557636,0,47,47.89174,48.94084,66918,124955
2020,Pennsylvania,2020-11-03,Biden,2020-10-19,2020-10-25,Franklin & Marshall College,558,lv,0.8776745,0.5393246,50,50.0958,50.03267,72172,135367
2020,Pennsylvania,2020-11-03,Biden,2020-09-14,2020-09-20,Franklin & Marshall College,480,lv,0.7896083,0,48,48.09571,48.95696,69708,129978
2020,Pennsylvania,2020-11-03,Biden,2020-08-17,2020-08-23,Franklin & Marshall College,681,rv,0.9141793,0,49,49.98394,51.0765,68221,127781
2020,Pennsylvania,2020-11-03,Biden,2020-07-20,2020-07-26,Franklin & Marshall College,667,rv,0.90144,0,50,50.98394,52.20291,67836,126979
2020,Pennsylvania,2020-11-03,Biden,2020-09-17,2020-09-19,Garin-Hart-Yang Research Group,400,lv,0.565323,0,53,51.22491,52.05267,69984,130329
2020,North Carolina,2020-11-03,Biden,2020-09-24,2020-09-27,Garin-Hart-Yang Research Group,400,lv,0.565323,0,49,47.71228,48.32658,70133,130664
2020,North Carolina,2020-11-03,Biden,2020-04-13,2020-04-16,GBAO,500,lv,0.8061572,0,48,47.87635,49.98863,67053,125282
2020,Pennsylvania,2020-11-03,Biden,2020-08-13,2020-08-19,Global Strategy Group,801,rv,0.5862823,0,51.5,50.68467,51.70432,68264,127876
2020,Pennsylvania,2020-11-03,Biden,2020-08-20,2020-08-24,GQR Research (GQRR),500,lv,0.7012613,0,52,50.22805,51.35049,68259,127869
2020,Pennsylvania,2020-11-03,Biden,2020-10-23,2020-10-23,Gravis Marketing,602,lv,0.7624036,0.5524664,51,51.23043,51.19273,71824,134618
2020,Pennsylvania,2020-11-03,Biden,2020-07-22,2020-07-24,Gravis Marketing,1006,lv,0.9798656,0,48,48.2303,49.45415,67659,126662
2020,North Carolina,2020-11-03,Biden,2020-10-26,2020-10-27,Gravis Marketing,614,lv,0.7707279,0.6702192,49,49.5144,49.51551,72153,135302
2020,North Carolina,2020-11-03,Biden,2020-10-22,2020-10-25,Harper Polling,504,lv,0.8616698,0.5807495,47,48.61436,48.53727,72139,135268
2020,North Carolina,2020-11-03,Biden,2020-09-17,2020-09-20,Harper Polling,612,lv,0.9923094,0,44,45.60521,46.42874,69650,129955
2020,North Carolina,2020-11-03,Biden,2020-08-06,2020-08-10,Harper Polling,600,lv,0.9784637,0,45,46.60909,47.6485,68051,127443
2020,Pennsylvania,2020-11-03,Biden,2020-10-12,2020-10-15,Harris Insights & Analytics,992,lv,0.8644356,0.2780062,51,51.1684,51.11764,71179,133261
2020,Pennsylvania,2020-11-03,Biden,2020-10-26,2020-10-29,HarrisInsightsAnalytics,901,lv,0.8972869,0.77323,51,51.1684,51.16853,72237,135523
2020,North Carolina,2020-11-03,Biden,2020-07-23,2020-07-31,HIT Strategies,400,rv,0.4186061,0,47,46.58477,47.74956,67983,127298
2020,Pennsylvania,2020-11-03,Biden,2020-08-26,2020-08-31,Hodas & Associates,600,lv,0.7015365,0,51.12,51.61408,52.70861,68484,128205
2020,Pennsylvania,2020-11-03,Biden,2020-07-17,2020-07-22,Hodas & Associates,600,lv,0.7015365,0,50.83,51.32417,52.52066,67907,127130
2020,Pennsylvania,2020-11-03,Biden,2020-09-24,2020-09-26,IBD/TIPP,774,lv,1.443998,0,49.7,50.01836,50.61081,70001,130391
2020,Pennsylvania,2020-11-03,Biden,2020-10-20,2020-10-26,Ipsos,655,lv,0.641071,0.4034152,50.5,50.94361,50.88847,71976,134925
2020,Pennsylvania,2020-11-03,Biden,2020-10-13,2020-10-19,Ipsos,653,lv,0.6370794,0.2105985,49,49.443600000000004,49.38496,71379,133664
2020,Pennsylvania,2020-11-03,Biden,2020-10-06,2020-10-11,Ipsos,622,lv,0.6545612,0.1295789,51,51.4435,51.46373,70741,132339
2020,Pennsylvania,2020-11-03,Biden,2020-09-29,2020-10-05,Ipsos,605,lv,0.7592051,0.0240902,50,50.44366,50.68629,70585,131968
2020,Pennsylvania,2020-11-03,Biden,2020-09-11,2020-09-16,Ipsos,611,lv,0.8740835,0,49,49.443600000000004,50.39291,69626,129812
2020,North Carolina,2020-11-03,Biden,2020-10-21,2020-10-27,Isos,647,lv,0.6158097,0.4079825,49,49.51072,49.46658,72059,135092
2020,North Carolina,2020-11-03,Biden,2020-10-14,2020-10-20,Ipsos,660,lv,0.6215126,0.1974436,49,49.51072,49.45313,71463,133846
2020,North Carolina,2020-11-03,Biden,2020-10-07,2020-10-13,Ipsos,660,lv,0.6602848,0.1163536,48,48.5104,48.49193,70786,132431
2020,North Carolina,2020-11-03,Biden,2020-09-29,2020-10-06,Ipsos,601,lv,0.7594614,0,47,47.50981,47.72636,70616,132032
2020,North Carolina,2020-11-03,Biden,2020-09-11,2020-09-16,Ipsos,586,lv,0.851409,0,47,47.50981,48.51365,69662,129867
2020,North Carolina,2020-11-03,Biden,2020-08-29,2020-09-13,Kaiser Family Foundation,1172,rv,1.67781,0,45,46.46817,47.55017,69502,129468
2020,Pennsylvania,2020-11-03,Biden,2020-08-31,2020-09-07,Marist College,771,lv,1.560091,0,53,52.2066,53.27057,68532,128302
2020,North Carolina,2020-11-03,Biden,2020-10-25,2020-10-28,Marist College,800,lv,1.611677,1.401502,52,50.69932,50.71867,72331,135702
2020,North Carolina,2020-11-03,Biden,2020-07-14,2020-07-22,Marist College,882,rv,1.553549,0,51,50.58697,51.8398,67669,126680
2020,North Carolina,2020-11-03,Biden,2020-10-24,2020-10-27,Meeting Street Research,600,lv,0.7014403,0.5870991,48,49.04302,48.99615,72397,135837
2020,North Carolina,2020-11-03,Biden,2020-10-16,2020-10-19,Meredith College,732,lv,0.8143851,0.3099262,48.1,48.35454,48.31055,71746,134425
2020,North Carolina,2020-11-03,Biden,2020-09-18,2020-09-22,Meredith College,705,rv,0.7444701,0,45.7,46.83889,47.67994,70010,130412
2020,Pennsylvania,2020-11-03,Biden,2020-09-30,2020-10-04,Monmouth University,500,lv,1.129217,0.0941015,53.5,53.07961,53.23301,70599,131998
2020,Pennsylvania,2020-11-03,Biden,2020-08-28,2020-08-31,Monmouth University,400,lv,0.9060031,0,48.5,48.07876,49.19991,68319,127965
2020,Pennsylvania,2020-11-03,Biden,2020-07-09,2020-07-13,Monmouth University,401,lv,0.9082416,0,51.5,51.07862,52.36125,67101,125391
2020,North Carolina,2020-11-03,Biden,2020-10-08,2020-10-11,Monmouth University,500,lv,1.129217,0.2398337,49.5,49.33411,49.29909,70780,132414
2020,North Carolina,2020-11-03,Biden,2020-08-29,2020-09-01,Monmouth University,401,lv,0.9082416,0,48,47.83427,48.98732,68464,128156
2020,North Carolina,2020-11-03,Biden,2020-08-29,2020-09-07,MorningConsult,1,lv,0.9601743,0,48,47.84831,48.95636,68548,128325
2020,Pennsylvania,2020-11-03,Biden,2020-10-02,2020-10-11,Morning Consult,2610,lv,0.9761202,0.1626984,52,51.83825,51.85999,70760,132369
2020,Pennsylvania,2020-11-03,Biden,2020-08-29,2020-09-07,Morning Consult,2227,lv,1.041242,0,50,49.8381,50.89816,68550,128327
2020,Pennsylvania,2020-11-03,Biden,2020-08-21,2020-08-30,Morning Consult,2158,lv,0.9042551,0,49,48.83814,49.97576,68296,127917
2020,Pennsylvania,2020-11-03,Biden,2020-08-07,2020-08-16,Morning Consult,1777,lv,1.156262,0,50,49.8381,50.78598,68285,127906
2020,Pennsylvania,2020-11-03,Biden,2020-05-17,2020-05-26,Morning Consult,2120,lv,1.211936,0,48,47.83828,49.98344,67801,126887
2020,Pennsylvania,2020-11-03,Biden,2020-07-17,2020-07-26,MorningConsult,2092,lv,1.207903,0,50,49.8381,51.04383,67693,126757
2020,North Carolina,2020-11-03,Biden,2020-10-11,2020-10-20,Morning Consult,1904,lv,0.8454283,0.2437091,50,49.84815,49.77348,71643,134215
2020,North Carolina,2020-11-03,Biden,2020-10-02,2020-10-11,Morning Consult,1993,lv,0.9278,0.0959775,50,49.84815,49.86258,70758,132367
2020,North Carolina,2020-11-03,Biden,2020-08-21,2020-08-30,Morning Consult,1567,lv,0.7512193,0,49,48.84819,49.98857,68295,127916
2020,North Carolina,2020-11-03,Biden,2020-08-07,2020-08-16,Morning Consult,1493,lv,0.9235623,0,49,48.84819,49.84546,68284,127905
2020,North Carolina,2020-11-03,Biden,2020-08-14,2020-08-23,Morning Consult,1541,lv,0.8652651,0,49,48.84819,49.91556,68178,127696
2020,North Carolina,1930-06-02,Biden,2020-05-17,2020-05-26,Morning Consult,1403,lv,1.074904,0,46,45.84879,47.94419,67799,126885
2020,North Carolina,2020-11-03,Biden,2020-07-17,2020-07-26,Morning Consult,1504,lv,1.099591,0,47,46.84851,48.03346,67691,126755
2020,Pennsylvania,2020-11-03,Biden,2020-10-13,2020-10-20,Muhlenberg College,416,lv,0.8795891,0.344908,51,50.76825,50.75404,71736,134408
2020,Pennsylvania,2020-11-03,Biden,2020-08-11,2020-08-17,Muhlenberg College,416,lv,0.8952302,0,49,48.76827,49.77896,68138,127631
2020,Pennsylvania,2020-11-03,Biden,2020-08-02,2020-08-04,OnMessage Inc.,400,lv,0.5514615,0,50,51.21359,52.31232,68115,127579
2020,Pennsylvania,2020-11-03,Biden,2020-10-25,2020-10-25,Opinion Savvy/InsiderAdvantage,400,lv,0.5188181,0.40331090000000003,45.5,46.92356,46.90091,71969,134912
2020,Pennsylvania,2020-11-03,Biden,2020-10-12,2020-10-13,Opinion Savvy/InsiderAdvantage,400,lv,0.6001908,0.1826773,45.8,47.22436,47.17924,71099,133095
2020,Pennsylvania,2020-11-03,Biden,2020-10-21,2020-10-22,Public Policy Polling,890,v,0.7324647,0.3803294,51,49.69312,49.60751,71678,134285
2020,North Carolina,2020-11-03,Biden,2020-10-26,2020-10-27,Public Policy,937,v,0.9492856,0.8254917,51,49.85094,49.84616,72057,135090
2020,North Carolina,2020-11-03,Biden,2020-10-04,2020-10-05,Public Policy Polling,911,v,1.22716,0.0651589,50,49.32602,49.42479,70576,131666
2020,North Carolina,2020-11-03,Biden,2020-07-30,2020-07-31,Public Policy Polling,934,v,0.7350445,0,49,47.85161,48.99701,67985,127305
2020,North Carolina,1899-12-30,Biden,2020-07-23,2020-07-24,Public Policy Polling,884,v,0.6633006,0,49,47.85161,49.04854,67789,126872
2020,North Carolina,2020-11-03,Biden,2020-07-07,2020-07-08,Public Policy Polling,818,v,0.9859976,0,50,49.32602,50.51114,67044,125267
2020,Pennsylvania,2020-11-03,Biden,2020-10-23,2020-10-27,Quinnipiac University,1324,lv,1.659661,1.286813,51,49.90831,49.87751,72222,135487
2020,Pennsylvania,2020-11-03,Biden,2020-10-16,2020-10-19,Quinnipiac University,1241,lv,1.510332,0.6092092,51,49.90831,49.83975,71555,134042
2020,Pennsylvania,2020-11-03,Biden,2020-10-01,2020-10-05,Quinnipiac University,1211,lv,1.664769,0.1642187,54,52.91157,53.04825,70649,132109
2020,Pennsylvania,2020-11-03,Biden,2020-08-28,2020-09-01,Quinnipiac University,1107,lv,1.636533,0,52,50.90884,52.0364,68466,128167
2020,Pennsylvania,2020-11-03,Biden,2020-10-18,2020-10-19,Rasmussen Reports/Pulse Opinion Research,800,lv,0.7878715,0.3413029,50,50.41825,50.3406,71457,133838
2020,Pennsylvania,2020-11-03,Biden,2020-08-25,2020-08-27,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,47.82,48.23784,49.39486,68461,128152
2020,Pennsylvania,2020-11-03,Biden,2020-07-15,2020-07-16,Rasmussen Reports/Pulse Opinion Research,750,lv,0.8990448,0,51,51.4181,52.69289,67600,126475
2020,North Carolina,2020-11-03,Biden,2020-10-20,2020-10-21,Rasmussen Reports/Pulse Opinion Research,800,lv,0.772267,0.3594338,48,48.5744,48.50755,71662,134249
2020,North Carolina,2020-11-03,Biden,2020-09-07,2020-09-08,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,47.94,48.51437,49.59297,69408,129258
2020,North Carolina,2020-11-03,Biden,2020-08-06,2020-08-07,Rasmussen Reports/Pulse Opinion Research,750,lv,0.8990448,0,47.26,47.83395,48.9149,67984,127302
2020,Pennsylvania,2020-11-03,Biden,2020-10-04,2020-10-06,Redfield & Wilton Strategies,927,lv,0.4569446,0.0530524,49,49.72314,49.80518,70709,132263
2020,Pennsylvania,2020-11-03,Biden,2020-09-23,2020-09-25,Redfield & Wilton Strategies,1015,lv,0.6559113,0,50,50.72319,51.33795,70126,130653
2020,Pennsylvania,2020-11-03,Biden,2020-09-12,2020-09-14,Redfield & Wilton Strategies,1036,lv,0.6157321,0,49,49.72314,50.66599,69546,129564
2020,Pennsylvania,2020-11-03,Biden,2020-08-16,2020-08-17,Redfield & Wilton Strategies,1006,lv,0.8404686,0,48,48.72272,49.71105,68157,127658
2020,Pennsylvania,2020-11-03,Biden,2020-07-19,2020-07-21,Redfield & Wilton Strategies,1016,lv,0.8434952,0,48,48.72272,49.95597,67841,126985
2020,North Carolina,2020-11-03,Biden,2020-10-04,2020-10-06,Redfield & Wilton Strategies,938,lv,0.4888562,0.0228328,49,50.11975,50.20273,70707,132261
2020,North Carolina,2020-11-03,Biden,2020-09-23,2020-09-26,Redfield & Wilton Strategies,1097,lv,0.6668124,0,47,48.11811,48.74291,70124,130651
2020,North Carolina,2020-11-03,Biden,2020-08-30,2020-09-03,Redfield & Wilton Strategies,951,lv,0.6910198,0,43,44.10795,45.24002,68523,128288
2020,North Carolina,2020-11-03,Biden,2020-08-16,2020-08-17,Redfield & Wilton Strategies,967,lv,0.8282902,0,44,45.11135,46.13823,68156,127657
2020,North Carolina,2020-11-03,Biden,2020-07-19,2020-07-21,Redfield & Wilton Strategies,919,lv,0.8124298,0,43,44.10795,45.30535,67839,126983
2020,North Carolina,2020-11-03,Biden,2020-06-14,2020-06-17,Redfield & Wilton Strategies,902,lv,0.8065658,0,46,47.11643,48.23368,66905,124932
2020,Pennsylvania,2020-11-03,Biden,2020-10-25,2020-10-27,RMG Research,800,lv,0.8138771,0.6569993,51,51.44563,51.43074,72169,135361
2020,Pennsylvania,2020-11-03,Biden,2020-10-07,2020-10-12,RMG Research,800,lv,0.8066381,0.1876525,49,49.44573,49.45204,70988,132833
2020,North Carolina,2020-11-03,Biden,2020-10-24,2020-10-26,RMG Research,800,lv,0.8138771,0.6546736,48,48.77704,48.75361,72054,135084
2020,North Carolina,2020-11-03,Biden,2020-10-07,2020-10-11,RMG Research,800,lv,0.8106462,0.1397044,47,47.77621,47.7742,70797,132449
2020,Pennsylvania,2020-11-03,Biden,2020-09-30,2020-10-02,Siena College/The New York Times Upshot,706,lv,1.443402,0.0952916,49,49.56757,49.75958,70501,131409
2020,Pennsylvania,2020-11-03,Biden,2020-09-25,2020-09-27,Siena College/The New York Times Upshot,711,lv,1.453092,0,49,49.56757,50.12949,70017,130426
2020,Pennsylvania,2020-11-03,Biden,2020-07-15,2020-07-20,Spry Strategies,700,lv,0.7138253,0,47.02,48.81589,50.07093,67628,126528
2020,North Carolina,2020-11-03,Biden,2020-07-12,2020-07-16,Spry Strategies,700,lv,0.7138253,0,45.52,47.18867,48.39563,67627,126527
2020,Pennsylvania,2020-11-03,Biden,2020-10-15,2020-10-20,SSRS,843,lv,1.169078,0.493046,53,52.09893,52.03399,71564,134058
2020,North Carolina,2020-11-03,Biden,2020-10-23,2020-10-30,SSRS,901,lv,1.216466,1.057829,51,50.19704,50.17222,72418,135883
2020,North Carolina,2020-11-03,Biden,2020-09-09,2020-09-13,SSRS,787,lv,1.120816,0,49,48.19737,49.22852,69462,129368
2020,Pennsylvania,2020-11-03,Biden,2020-10-15,2020-10-19,Suffolk University,500,lv,1.00103,0.3946089,48.6,49.06382,49.008540000000004,71533,133979
2020,North Carolina,2020-11-03,Biden,2020-09-11,2020-09-14,Suffolk University,500,lv,1.00103,0,46.8,47.10757,48.11973,69504,129473
2020,Pennsylvania,2020-11-03,Biden,2020-10-01,2020-10-28,SurveyMonkey,1,lv,0.4175465,0.1340907,52,50.68518,50.64987,72254,135594
2020,Pennsylvania,2020-11-03,Biden,2020-09-30,2020-10-27,SurveyMonkey,10250,lv,0.0281149,0.0085503,52,50.68518,50.65254,72100,135227
2020,Pennsylvania,2020-11-03,Biden,2020-09-28,2020-10-25,SurveyMonkey,9986,lv,0.0694859,0.0157106,52,50.68518,50.68615,71990,134993
2020,Pennsylvania,2020-11-03,Biden,2020-09-27,2020-10-24,SurveyMonkey,9903,lv,0.0367122,0.0077331,52,50.68518,50.69996,71905,134819
2020,Pennsylvania,2020-11-03,Biden,2020-09-26,2020-10-23,SurveyMonkey,9777,lv,0.039128,0.0076056,52,50.68518,50.71483,71838,134684
2020,Pennsylvania,2020-11-03,Biden,2020-09-25,2020-10-22,SurveyMonkey,9615,lv,0.0476144,0.006119,52,50.68518,50.77949,71777,134553
2020,Pennsylvania,2020-11-03,Biden,2020-09-24,2020-10-21,SurveyMonkey,9301,lv,0.0464236,0.0055268,52,50.68518,50.79485,71694,134354
2020,Pennsylvania,2020-11-03,Biden,2020-09-22,2020-10-20,SurveyMonkey,9131,lv,0.089875,0.0097267,52,50.68518,50.81253,71581,134129
2020,Pennsylvania,2020-11-03,Biden,2020-09-21,2020-10-19,SurveyMonkey,8803,lv,0.0452541,0.0043384,52,50.68518,50.83089,71479,133917
2020,Pennsylvania,2020-11-03,Biden,2020-09-21,2020-10-18,SurveyMonkey,8532,lv,0,0,53,51.68642,51.85089,71394,133733
